timestamp,cpustatus,user,kernel
2022-12-26 14:46:48,  99,56, 43
2022-12-26 14:46:58,  99,56, 43
2022-12-26 14:47:08,  99,56, 43
2022-12-26 14:47:18,  99,56, 43
2022-12-26 14:47:28,  99,56, 43
