timestamp,traffic
2022-12-26 18:07:40,139721.1669921875
2022-12-26 18:07:45,139731.8974609375
2022-12-26 18:07:50,139744.3798828125
2022-12-26 18:07:56,139755.5869140625
2022-12-26 18:08:01,139766.5615234375
