timestamp,elapsedtime
2022-12-26 18:36:19, 434
2022-12-26 18:36:27, 376
2022-12-26 18:36:35, 396
2022-12-26 18:36:43, 361
2022-12-26 18:36:51, 339
2022-12-26 18:36:59, 397
2022-12-26 18:37:07, 366
2022-12-26 18:37:15, 364
2022-12-26 18:37:23, 368
2022-12-26 18:37:31, 365
